SL,sentence,sentiment
,এখন খাদ্য  অসঙ্গত।,negative
,সম্ভাবনা এটি একটি কৌতুক,negative
,আমরা মনে করি এই জায়গাটি  এমএসজি খাবার রান্নায় খুব বেশি ব্যবহার  করেছে।,negative
,টম খা স্যুপটি ছিল অনুপযুক্ত,negative
,লোকেদের  দূরত্ত বাড়াতে থাকে,negative
,দুর্বলতা: সেবা ধীরগতির এবং তারা সেটাও  দেননা!,negative
,"যদিও তারা ভাল রাধুণী, দাম খুব বেশী।",negative
,"যদি আপনি প্রতিবেশির বাইরে বসবাস করেন, বিরক্ত বোধ করবেন না!",negative
,এটি খোলার সময়  এখানে গিয়েছিলাম তখন মানের হ্রাস উল্লেখযোগ্যভাবে দেখেছি।,negative
,এটা ব্যাংক ভাঙ্গবে না এবং আমিও খাবারের জন্য ফিরে আসব না।,negative
,আমি দুইবার এই   জয়ায় এসেছি এবং আমি আর কখনোই ফিরে যাব না।,negative
, আমাদের তীব্রবেগে যাত্তয়া ছিল একেবারে অপ্রয়োজনীয়!,negative
,"যদিও,ঝরনা পানীয় উপর  কোন প্রতিফলন হয়না।",negative
, ক্র্যাব ক্রোভেট আমি এটাকে পছন্দ করতাম না। প্রথমবারের মতো আমি আদেশ দিয়েছিলাম এবং তারা কোনও বড় চুক্তি ছাড়াই আমার জন্য এটি পরিবর্তন করতে পেরে খুশি।,negative
,এটা এত জোরে  এমনকি  আপনি আপনার পাশের  ব্যক্তির সাথে কথা বলতে পারবেন না।,negative
,রুবির খাদ্য একটি পর্যটক ফাঁদ।,negative
,আমি এখানে কয়েকবার এসেছি এবং প্রভাবিত না হয়ে পারিনি।,negative
,যেমন  তার  একটি বিশেষ বেকারি থেকে  রুটি  আসত আমরা  যখন তার এটি ডাউনটাউন ম্যানহাটানের ক্রয় দেখেছি।,negative
,যেমন  তার  একটি বিশেষ বেকারি থেকে  রুটি  আসত আমরা  যখন তার এটি ডাউনটাউন ম্যানহাটানের ক্রয় দেখেছি।,negative
,"যাইহোক, ২003 এর গ্রীষ্মে, মনে হয় ব্যবস্থাপনাটি বদলে গেছে এবং দারুণ রোমান্টিক ব্যাকআপের দরুন গ্লাস ফ্রন্টের  বড় দরজাটি স্থানান্তরিত হয়েছে।",negative
,আমরা  ভাল খাবেরর জন্য আর এই জায়গা যেতে হবে না।,negative
, রেস্টুরেন্ট পদত্যাগ মুহূর্ত থেকে আমাদের  সঙ্গে মনোরোগ চিকিত্সক ছিল!,negative
,কিন্তু কখনও বেকারী অর্ডার করবেনা  অন্যথায় অগভীর বড় পাত্র  বা স্যান্ডউইচ মধ্যে যে বিষয়টি কোনও জায়গা থেকে নেওয়া হয়নি)সকাল থেকে ফ্রাইং করা অনেক কঠিন,negative
,"বিশিষ্ট Bagels, কিন্তু আপনি কিসের জন্য অর্থ প্রদান করবেন।",negative
,"যদি আপনি শহরে থাকেন, এটি অন্য কোন স্থান অনুসন্ধানের মূল্য।",negative
,এমনকি তাদের একটি  আমেরিকান চীনা খাদ্য মেনু বিভাগ আছে!,negative
," অন্তত কম সেময় বলা যায় কম সময় প্রচেষ্টা, বা অর্থের মূল্য নয়।",negative
," অন্তত কম সেময় বলা যায় কম সময় প্রচেষ্টা, বা অর্থের মূল্য নয়।",negative
,আমাদের পরিকল্পনা ছিল মিষ্টান্ন অর্ডারের  কিন্তু ওয়েটার বিল নিয়ে আসে অর্ডার পরিবত্তন করার আগেই,negative
,তাদের রান্না করা শেষ এবং পনির প্রায় অ বিদ্যমান ছিল।,negative
,"Svc একটি বিট অদ্ভুত হতে পারে সময়ে, esp যদি আপনার বড় গোষ্ঠী আছে, কিন্তু সামগ্রিক রেস্টুরেন্ট অবশ্যই আবশ্যক!",negative
,"দুইবার ওয়েটার দ্বারা  টি চেষ্টা করার পরে (আমরা এখনো এটির দিকে তাকাইনি, আমাদের এখনও পূর্ণ বিয়ার আছে), ম্যানেজার এসেছিলেন এবং আমাদের বলেছিলেন যে  রিজার্ভেশন সহ অন্যান্য লোকজনের জন্য টেবিল প্রয়োজন।",negative
,ডিনারের জন্য এটা সুপারিশ করবে না!,negative
,সসে জল ছিল এবং খাবারে তেমন স্বাদ ছিল না।,negative
," তারপর যখন আমি আমার প্রধান কোর্সের জন্য দ্বিতীয় গ্লাস ওয়াইন অর্ডার করার চেষ্টা করি প্রথমে ভুলবশত অন্য রুটি  ,পানীয় বেরিয়ে আসে",negative
,তারা বিশেষ বা নতুন উপাদানের উপর জোর দিতে পারে না যা আমার ভালো থাইর জন্য প্রয়োজনীয়।,negative
,গড়ে  আপনার  ব্যাগেল স্থান থেকে একটু বেশি ব্যয়বহু,negative
,"খাদ্য রাননারত  ছিল- সসে জল, এবং সবজি কাঁচা ছিল।",negative
, সস ব্যবহৃত ছিল  আর তেমন মজাদার ছিলনা,negative
,"চাল ছিল দরিদ্র মানের এবং তাই রান্না  খুব খারাপভাবে হয়েছিল ,এটি ছিল কঠিন ",negative
,আমি অন্তত আশ্চর্যজনক ভাবে  বলতে  চাই সাফল্য খুঁজে পেতে প্রচেষ্টা এবং অভ্যাস মূল্যবান ।,negative
,খুব সীমিত আসন  আছে এবং ঠিক সময়ে খাদ্য পাওয়ার জন্য যথেষ্ট অপেক্ষা করতে হবে।,negative
,খুব সীমিত আসন  আছে এবং ঠিক সময়ে খাদ্য পাওয়ার জন্য যথেষ্ট অপেক্ষা করতে হবে।,negative
,না ধন্যবাদ!!!,negative
,চারদিকে শুধু হতাশা,negative
,বিনামূল্যে কোনও পানীয় নেই,negative
,নিশ্চিতভাবে এটি উচ্চতম সুপারিশ  না,negative
,"স্থানটি মজা করার মত নয় , তবে পানীয়গুলি অনন্য এবং মাতাল হত্তয়ার জন্য যথেষ্ণট",negative
,"যদি আপনি কিছু টাকা সংরক্ষণ করতে চান, এখানে যাবেন না।",negative
,"আমার সঙ্গে  বৃহদাকার সামুদ্রিক মাছ ছিল (মসলাযুক্ত এবং খুব মজর , আমি একজন  বড় ভোজক ছিলাম  এবং শুধুমাত্র অর্ধেক খেতে পারছি )  যখন আমার প্রেমিক অতুলনীয় মাছ এবং চিপস (আবার, একটি বড় পরিবেশন - অন্তত 5 টুকরা মাছ এবং একটি basketful ভাজা).পরিবেশন করত",negative
,এটি প্রথমবারের মতো দাবীটিকে সঠিক বলে মনে হয়নি,negative
,তোমাকে কুলারীর কাছে যেতে হবে।,negative
,এনওয়াইতে সেরা তাইওয়ানি খাবার!,negative
,"তারা শুষ্ক এবং জঘণ্য ছিল, আমি এমনকি আমার প্রথম টুকরা শেষ করতে পারিনি।",negative
," অবশেষে আমরা হেসেছি  যখন সে আমাদের মিষটির প্রসতাব অর্পিত করেছিল এবং 10 শতাংশ ছার ছিল  , আমি মনেকরি এটা ভালই ছিল",negative
,এবং  আপনি কি চান সব কিছুই উচচ দামের,negative
,কর্মীরা আমার বন্ধুদের উপেক্ষা করে এবং আমি সেখানেই ছিলাম পুরো সময়।,negative
,"তবুও এই ধরনের অশোভন সেবার সঙ্গে যুক্ত, সেখানে যে কোন ধরনের আগ্রহী কথোপকথন বহন  কািরর  জন্য  সুপারিশ করবে।",negative
,"আমার অন্তত তিনটি তালিকা পূর্ণ করতে হবে, এবং এটাই অন্তত 14 টাকা লাগবে",negative
,যে কেউ  একটি থাই রেস্টুরেন্টে ভোজন করার জন্য একটি বিশাল হতাশা নিয়ে যায়,negative
,হট ডগ মাঝখানে ঠান্ডা ছিল এবং পোঁদ  বদ্ধ ছিল,negative
,আমি  এই জায়গার  খারাপ পর্যালোচনা পড়ে খুব দু: খিত হয়েছিলা,negative
,এই জায়গা এড়িয়ে চলুন!,negative
,"সেখানের খাদ্য আমি যতটা  পছন্দ করি , আমি  নিজেকে ফিরে আনতে পাড়ব না।",negative
,"এটি কাঁটাতারের মতো, আংশিকভাবে তৈরি পনির মত লাগছিল - এখনও রেখাচিত্রমালার মধ্যে ",negative
,"এক মাস আগে একটি দর্শনের উপর ভিত্তি করে, আমি ক্রিসমাসেষ আগের সপ্তাহে ফিরি এবং অতিশয় হতাশ ছিলাম।",negative
,"খাদ্য নয়, পরিবেশে নয়, সেবা নয়, পূর্ববর্তী পর্যালোচনাগুলির সাথে আমি একমত যে অপেক্ষা করতে  করতে , অপেক্ষামান  কর্মীরা খুব অবাধ্য এবং আপনি যখন পারবেন  তখন তারা আপনাকে সঠিকভাবে খুঁজে পেতে চায়।",negative
,ঠান্ডা পিজা বিতরণ করা হয় এবং এমনকি পনির  সম্পূর্ণরূপে গলিত ছিল না!,negative
,"না টারাং, সান্ত্বনা এবং সাজসজ্জার সম্পূর্ণ অভাব হচ্ছে   এর  জন্য খুব রাগ  হচ্ছে, কর্মীরা  অতি ধীরে ধীরে  এবং ভয়ানক দ্রুত খাবার দিচছে , আমার  কখনও হয়েছে এক সেরা ভিয়েতনামী রেস্টুরেন্টে । ফো সুস্বাদু এবং খুব তাজা শাক সবজি সঙ্গে নিয়ে আসে।",negative
,"না টারাং, সান্ত্বনা এবং সাজসজ্জার সম্পূর্ণ অভাব হচ্ছে   এর  জন্য খুব রাগ  হচ্ছে, কর্মীরা  অতি ধীরে ধীরে  এবং ভয়ানক দ্রুত খাবার দিচছে , আমার  কখনও হয়েছে এক সেরা ভিয়েতনামী রেস্টুরেন্টে । ফো সুস্বাদু এবং খুব তাজা শাক সবজি সঙ্গে নিয়ে আসে।",negative
,"অন্যদিকে, আপনি যদি  সহজেই  বোকা না হতে চান, আপনি শত শত রেস্তোরাঁ পাবেন যা আপনাকে অ্যালেন ডুকাসের সমতুল্য সেবা এবং আবহ প্রদান করবে এবং গুণগত  মানের পছন্দের  সুস্বাদু, খাদ্য, সঠিক পরিমাণে খাওয়ানো হবে।",negative
,"যদিও আমি মানুষকে এই জায়গাগুলির দাম জানিয়ে  দেই  তবে বাইরের তালিকা বন্ধ হবে - দুর্ভাগ্যবশত - দুঃখিত,  - NYC- এর  পিজা সেরা নয়।",negative
,"অংশগুলি এখন খুব ছোট,চাট্নিগুলির অতিশয় উচ্চাকাঙ্ক্ষী জনপ্রিয়তার কারণে রেস্টুরেন্ট এখনও ভাল, - সাধারণত অখাদ্যের, পরিষেবাটি , , ক্ষতিকারক মনে হয়।",negative
,"UWS তে অনেক ভাল রেস্টুরেন্ট আছে , আমার  অত্যধিক খাদ্যের প্রয়োজন নেই, অপেক্ষাকৃত অহংকারী  কর্মচারী যারা রাতের খাবারের মহিমান্বিতা  জানেনা ,অবিচক্ষণ  সেবা এবং ব্যবস্থাপনার  কোনও যত্ন নেয় না।",negative
,"UWS তে অনেক ভাল রেস্টুরেন্ট আছে , আমার  অত্যধিক খাদ্যের প্রয়োজন নেই, অপেক্ষাকৃত অহংকারী  কর্মচারী যারা রাতের খাবারের মহিমান্বিতা  জানেনা ,অবিচক্ষণ  সেবা এবং ব্যবস্থাপনার  কোনও যত্ন নেয় না।",negative
,"UWS তে অনেক ভাল রেস্টুরেন্ট আছে , আমার  অত্যধিক খাদ্যের প্রয়োজন নেই, অপেক্ষাকৃত অহংকারী  কর্মচারী যারা রাতের খাবারের মহিমান্বিতা  জানেনা ,অবিচক্ষণ  সেবা এবং ব্যবস্থাপনার  কোনও যত্ন নেয় না।",negative
,"এই সময়ে পরিষেবাটি একটু খেপা, কিন্তু যখন খাবার আসে তখন সকলকে ক্ষমা করা হয়।",negative
,"যদি আপনার প্রিয় খাবার  চীনা জেনারেল টাও মুরগির হয়, তাহলে এটি আপনার স্থান নয়।",negative
," যদিওস্যুট পরিহিত ,তার পরও   আপনি  আরামদায়ক  আরামদায়ক মনে করবেন না।",negative
,"ওয়েটার সম্পূর্ণভাবে পানীয় দিতে   ভুলে যায়, খাবারের পরিন এত কম হয়, দুইজন লোক এক ঘরের মধ্যে কষ্ট করেভাগাভাগি করতে",negative
,"ওয়েটার সম্পূর্ণভাবে পানীয় দিতে   ভুলে যায়, খাবারের পরিন এত কম হয়, দুইজন লোক এক ঘরের মধ্যে কষ্ট করেভাগাভাগি করতে",negative
,আমি এটা ঘৃণা করি.,negative
,কিন্তু আমার স্ত্রী এবং আমার যে জিনিস  বেশি খারাপ লেগেছিল এটি ভীষন জোরে ছিল এবং এটা 'গরাদ বা 'মদের দোকান এর'মতই ,negative
,মূল্য উচ্চ মধ্যবির্তের নাগালে ছিল ।,negative
,"আপনি যদি নিউ ইয়র্কে শহরে বাস করেন, তবে আপনি অর্ধেক দামে টাইম square এর বাইরে ছোট রেস্টুরেন্টগুলিতে ভাল খাবার পাবেন ।",negative
,"আপনি যদি নিউ ইয়র্কে শহরে বাস করেন, তবে আপনি অর্ধেক দামে টাইম square এর বাইরে ছোট রেস্টুরেন্টগুলিতে ভাল খাবার পাবেন ।",negative
,তাই আমার স্বামী একটি অজুহাত তৈরি করে আমাকে ছেড়ে যেতে পারেন,negative
,"আমি জানি না তারা কারা, কিন্তু তারা আশেপাশের বাসিন্দাদের প্রতি কোন সম্মান রাখে না যেহেতু তারা তাদের সরাইখানার  দরজা খুলেছে এবং গ্রীষ্মকালে প্রতি সপ্তাহে সকালে বিস্ফোরণের মত জোরে গান করে।",negative
,"আমি জানি না তারা কারা, কিন্তু তারা আশেপাশের বাসিন্দাদের প্রতি কোন সম্মান রাখে না যেহেতু তারা তাদের সরাইখানার  দরজা খুলেছে এবং গ্রীষ্মকালে প্রতি সপ্তাহে সকালে বিস্ফোরণের মত জোরে গান করে।",negative
,আমি যদি টাকা দিতে না পারতাম তবে আমাকে আবার ফিরে যেতে হত।,negative
,"আমার বন্ধুর খাদ্যের স্বাদ এর সম্পূর্ণ বিপরীত ছিল,এছাড়াও এটি দেখতেও  ।",negative
,আমি বুনো আপেল মদ্যের মিশ্রণ আনতে বলেছিলাম এবং এটি একটি লেবু রস নিষিক্ত ছিল  যেখানে আপননি লেবুর স্বাদ পেতে পারেন ।,negative
,"আমার টার্কি বার্গার মোটেই রান্না করা হয়নি, আমার বন্ধুর স্যামন সম্পূর্ণরূপে কাঁচা ছিল।",negative
,"আমাদের যে কোন জায়গায়  বসতে বলেছিলেন, এবং যখন আমরা বসেছিলাম তখন টেবিলটি সংরক্ষিত ছিল বলে জানান।",negative
," যদিও  আমাদের জন্য শুধু মুরগি ছিল না,।",negative
,এই জায়গা অবিশ্বাস্যভাবে ক্ষুদ্র।,negative
,প্রকৃতপক্ষে (সম্ভাব্য সর্বাধিক রাতের খাবার  ) তারা এখনও ফোন রিজার্ভেশন গ্রহণ এবং লবির মধ্যে যারা টেবিলএ অপেক্ষা করছিল তাদের জন্য পুনরায় বরাদ্দকরেছে।,negative
,এই জায়গাটি ভীশন খারাপ।,negative
,আমি অনুজ্বলবসত্ুর জন্য বেশ কয়েকটি জায়গায় গিয়েছিছ এবং এটি সবচেয়ে খারাপ হতে চলেছে।,negative
,আমি অনুজ্বলবসত্ুর জন্য বেশ কয়েকটি জায়গায় গিয়েছিছ এবং এটি সবচেয়ে খারাপ হতে চলেছে।,negative
, রাতের খাবারের  সময় প্রায় 4 ঘন্টা লেগেছিল কোনও সময়ের ব্যবধানে ছাড়াই।,negative
,রেস্টুরেন্টের লোকেরা বেশ অপ্রীতিকর এবং উওেজিত।,negative
,"স্যান্ডউইচ শুষ্ক,সাদহীন  এবং অত্যধিক প্রসারিত।",negative
,"স্যান্ডউইচ শুষ্ক,সাদহীন  এবং অত্যধিক প্রসারিত।",negative
,আমার ডাইনিং এর অভিজ্ঞতা অসুবিধার  তৈরি করে,negative
,", আমাদের পাশের টেবিল থেকে এখনও দূরে  ,আমার টেবিল থেকে যাওয়ার  পর এবং অন্যরা দোশুনা করছিল এমনকি তারা অনেক বড় ছিল",negative
,আমি 7 এর একটি দল (ঘনিষ্ঠ কিন্তু আওিও না ) ছিল এবং আমরা আমাদের কোট পর অবসথায়  খেয়ে ছিলাম।,negative
,আমি এই রেস্টুরেন্টের জন্য খুব হতাশ ছিলাম।,negative
,একটি গ্লাস জল আমাদের টেবিল দেওয়া হয় যার ঠক্ঠক্ শব্দএবং চেকের  উপর এই রন্ধনসম্পর্কীয় দুঃস্বপ্নের উপসংহার ।,negative
,একটি গ্লাস জল আমাদের টেবিল দেওয়া হয় যার ঠক্ঠক্ শব্দএবং চেকের  উপর এই রন্ধনসম্পর্কীয় দুঃস্বপ্নের উপসংহার ,negative
,"জ্যাজ রাতে এটা অট্ট এবং তীক্ষ্ন হতে পারে, একটি বিট খুব ছোট লাইভ সঙ্গীতের স্থানের জন্য ।",negative
,আসবে না ফিরে।,negative
,"ছোট, ডেজার্ট অনুপ্রাণিত হয় না,Entree ছিল নরম ।",negative
,ওহ  পরিবারের জন্য এটি খুব ছোট এবং strollers সঙ্গেও।,negative
,এটি মহা মূল্যবান  সুস্বাদু খাদ্য কিন্তু একটি ঠান্ডা দিনে এখানে যান এবং  দরজার সামনে বসবেন না।,negative
,পিজাটা একটু আদ্র্র  ছিল।,negative
,সিঙ্গাপুরেমাই  ফ্যানের কোনও কৌতুক ছিল না।,negative
,একমাত্র সমস্যা হল ম্যানেজার সম্পূর্ণ অসম্পূর্ণ।,negative
,মারে এটা করবেন না,negative
,আমি এখনও পাগল যে আমাকে এই বাজে খাদ্যর জন্য টাকা হয়েছিল,negative
,"পরিমিত থাই খাদ্য - যদিও একটি নরম টুকরা - সামান্য  ঘুরা ফিরা, কিন্তু সেবা ভাল ।",negative
,"বেশিরভাগ লোকই খাওয়াতে পছন্দ করেন আপেল পূর্ব দিকের উন্নাসিক লোক, তাই সতর্ক থাকুন।",negative
,ওয়েটার আসলে আমার হাত উপর জল ঢেলে এবং চলে গেছে।,negative
,"সব থেকে খারাপ, ভুলক্রমে  60 টকার জায়গায়  আমাদের  80 টাকা বিল যোগ করা হয়েছে।",negative
, খুব ঠান্ডা ভাবে  উপভোগ কর ,negative
,এই  মূল্যে সুশিতে  দর্শনীয় কিছু ছিল না।,negative
,কিন্তু তাদের একটি টোস্ট করার বৈদু্যতিক যন্ত্র ছিলনা  যা অদ্ভুত।,negative
,"তাই, ভাল খাবারের জন্য আমিসুপারিশ করতাম, কিন্তু  এটা রাতের জন্য মজার নয়।",negative
,ক্ষুধাবর্ধক বস্তু ঠিক আছে এবং প্রধান কোর্স নিরবচ্ছিন্নভাবে গড় স্তরের নিচে ছিল।,negative
,অন্য কেউ মিষ্টান্ন চেয়েছিল  -  এছাড়াও আমাদের এটা  বাকি ছিল।,negative
,"আপনি যদি একজন নিরামিষ ভোজি  হন, এটি সত্যিই  আপনার জন্যএকটি ভাল জায়গা না ।",negative
,এটা স্বাভাবিকের চেয়ে বেশি ছিল না এবং গরুর মাংসের দাম সস্তা ছিল (নিচের গুঁড়ো) গরুর মাংস।,negative
,"লেবু ছাড়া ক্লাব সোডা, বরফে ভরাট, লেবু ছাড়া।",negative
,এই জায়গা নির্মাণের জন্য মালিকদের খরচ বহন করতে হবে।,negative
,শেফ এবং খাদ্য পরিবেশিকার  জ্ঞান খুব কম।,negative
,শেফ এবং খাদ্য পরিবেশিকার  জ্ঞান খুব কম।,negative
,"হতাশাদায়ক খাদ্য, অকথিত সেবা",negative
,"হতাশাদায়ক খাদ্য, অকথিত সেবা",negative
,ছোট অংশ এবং  মূল্য বেশি ।,negative
,ছোট অংশ এবং  মূল্য বেশি ।,negative
,"দ্বিতীয়বারের মতো আমার পাদদেশে,  আমার দিকে তাকাতে লাগলো যাতে আলোকে সামঞ্জস্য করতে পারি।",negative
,"আমার স্বামী বলেছিলেন যে অংশটি খুব ছোট ছিল, কিন্তু যদিও আমার প্রধান কোর্সটি ভাগ করা হয়েছিল তবে এটা  আমার জন্য ভাল ।",negative
,কিন্তু থাই অবশ্যই স্পষ্টভাবে মহান  নয় - নমনীয় এবং অবিভাজিত।,negative
,যদিও খাদ্য ভাল ছিল (অবশ্যই কোন Il Mulino) পরিবেষনা ছিল বিশ্রী।।,negative
, আপনি যে পরিষেবা  আশা করেন  এই মূল্যে একটি যৌথ বিভাগে থেকে তা দেয়া হয় না।,negative
,খাবারটি খুবই ব্যয়বহুল ছিল (আমরা দুপুরের খাবার জন্য 160 ডলার খরচ করেছি) কিন্তু অত্যন্ত সুস্বাদু,negative
,আমি মনে করি না যে আমাকে আবার যেতে হবে।,negative
,আমি প্রায়ই আমার পরিবারের সাথে সেখানে খেতে যাই,negative
,আমার জন্য কোন পিজা 33!,negative
,"বলার অপেক্ষা রাখে না, আমি কখনোই ফিরে যাব না এবং আপনাকেও সতর্ক থাকতে হবে।",negative
,কিছু সার্ভার আপনাকে  মনে করেন যে আপনি খাদ্য আনতে পক্ষপাত করছেন।,negative
,"ফাস্ট ফুড জয়েন্টগুলোতে একটি চমৎকার বিকল্প এবং ক্রম কিন্তু, খাদ্য ছিল সামান্য হতাশাজনক।",negative
,"এটি একটি সমস্যা যেহেতু আমরা প্রায় 20 টাকায় একটি ডিশের জন্য দিয়েছি, এবং একটি সুস্বাদু  স্বাদ পেতে 5 টি খাবারের অর্ডার দিতে হয়েছিল।",negative
,"এটি একটি সমস্যা যেহেতু আমরা প্রায় 20 টাকায় একটি ডিশের জন্য দিয়েছি, এবং একটি সুস্বাদু  স্বাদ পেতে 5 টি খাবারের অর্ডার দিতে হয়েছিল।",negative
,তারা যেমন প্রতারক ছিল ( ভাপে রাঁধাচারটি ছোট মাংসের চপ জন্য $8.95 ) এবং চেষ্টা করার যোগ্য না।,negative
,তারা যেমন প্রতারক ছিল ( ভাপে রাঁধাচারটি ছোট মাংসের চপ জন্য $8.95 ) এবং চেষ্টা করার যোগ্য না।,negative
,প্রথমে জায়গাটি খুঁজে পেতে  এটি আমাদের কাছে দীর্ঘ সময় নেয়,negative
,"এটি খাদ্য এবং আবহ সম্পর্কে, এবং কিভাবে এটি ভয়ঙ্কর হবে শুধুমাত্র  একটি নিষ্ক্রিয় ইঞ্জিন দাড়া আমরা  কল্পনা করতে পারি  ।",negative
,"এটি খাদ্য এবং আবহ সম্পর্কে, এবং কিভাবে এটি ভয়ঙ্কর হবে শুধুমাত্র  একটি নিষ্ক্রিয় ইঞ্জিন দাড়া আমরা  কল্পনা করতে পারি  ।",negative
,"অবিলম্বে আমরা মূল্য পরিশোধ করার পর, ওয়েটার টাকা নিয়ে গেল এবং বলল, ঠিক আছে, আপনার এখানে থাকতে পারেন।",negative
,মেনুতে ওয়েবসাইটের মত  কিছুই নেই।,negative
,"আমি একটি কৌতুকের ভৃত্যকে জিজ্ঞেস করলাম, একটি লোটাস পাতার চালে আবৃত এবং সে রাতে জবাব দিলো এবং শুধু দূরে গিয়েছিলা",negative
,এসইএ এত জনপ্রিয় হয়ে উঠেছে যে তারা তাদের মাথায় যেতে দিয়েছে।,negative
,এটা মূল্যবান নয়,negative
,গাড়ী ছাড়া যাওয়া কিছুটা ঝামেলার  (যখন আমি ইনউইড এ  বাস করতাম)।,negative
,"আপনার সময়, বা অর্থ অপচয় করবেন  না !!",negative
,"তারা গ্রাহকের স্বাস্থ্যের প্রতি বেশি মনোযোগী  না, শুধু অর্থ উপার্জন করতে চায়",negative
,"আমরা আমাদের আলাপটি বহন করতে পারিনি কারণ আমরা ওয়েট্রেস এবং চাকরদের নিয়মিতভাবে বাধা দিয়েছিলাম এবং নির্দেশ দিয়েছি যে আমরা খুব বেশি সময় কাটিয়েছি - আশ্চর্যজনক, আমরা কেবল বসে ছিলাম।",negative
,আমরা শুধু কাইতেখেয়েছি এবং হতাশ হয়েছি।,negative
,"এটি এমন ব্যক্তিদের জন্য একটি জায়গা যেখানে  মধ্যস্বত্বভোগী খাবারের জন্য তরা প্রচুর পরিমাণে অর্থ প্রদান করে,শব্দ এবং একটি সুযোগ  রয়েছে  সেতু এবং সুড়ঙ্গপথের সহকর্মী লোকজনের",negative
,"এটি এমন ব্যক্তিদের জন্য একটি জায়গা যেখানে  মধ্যস্বত্বভোগী খাবারের জন্য তরা প্রচুর পরিমাণে অর্থ প্রদান করে,শব্দ এবং একটি সুযোগ  রয়েছে  সেতু এবং সুড়ঙ্গপথের সহকর্মী লোকজনের",negative
,"চিকেন ডিশ সম্পর্কে অভিযোগ করার পর, ম্যানেজার আমাদের কাছে এসে জানায় যে, কেউ আগে কখনও অভিযোগ করেনি, এবং আমরা জানি না যে খাবারটির কেমন চর্চা করা উচিত ছিল।",negative
,"চিকেন ডিশ সম্পর্কে অভিযোগ করার পর, ম্যানেজার আমাদের কাছে এসে জানায় যে, কেউ আগে কখনও অভিযোগ করেনি, এবং আমরা জানি না যে খাবারটির কেমন চর্চা করা উচিত ছিল।",negative
,আমি সব প্রতারণা বুঝতে পারছি না ...,negative
,বার্টারেন্ডার বারে তার বন্ধুদের কাছ থেকে নিজেকে বিচ্ছিন্ন  করতে পারেনি।,negative
,বরং রাস্তায় ঘুরে তমারির কাছে যাও,negative
,আপনি কি মনে করেন যে কখনও মন দিয়ে কারো সঙ্গে কোন কথোপকথন করতে পারেন।,negative
,আমর পক্ষে এটা  সমভব না।,negative
,"তারা  মুরগির শেষভাগ নিয়েছে তাই মনে হচছে , তেল ঢেলে দিয়েছে এবং মরিচ . গুঁড়ো করে দিয়েছে (সস এলার্ঞ্জেন্ট এবং লাল)।",negative
,"আমরা মনে করি আমরা একটি ক্ষমা বা প্রশংসাসূচক পানীয় পেতে চাই - এর পরিবর্তে, আমরা একটি snobby ওয়েটার পেয়েছিলাম এমনকি 15 মিনিটের বেশি আমাদের অর্ডার নিতে সময় নেয় নিন এবং  তাই আমরা তাকে জিজ্ঞাসা করলে আমাদের ঠোঁটে দেওয়া হবে।",negative
,"তারা চশমা এবং বোতল এনে ছিল, এবং আমাদের টেবিলে  শুধু বোতলটি রেখে গেছে।",negative
,"আমরা আসলে 10% টিপ দিয়েছি (যা আমরা মধ্যমমানের আহার ও পরিষেবা সত্ত্বেও কখনও করি নি),এই  কারণে যে আমরা সম্পূর্ণভাবে অনুভব করেছি ,",negative
,"আমরা খাদ্য উপভোগ করার সময়,অত্যন্ত হতাশ ছিলাম দুবল পরিষেবার কারনে (ওয়েটার বেশ সক্ষম  ছিল না এবং ধীর সেবা) এবং অনুতাপের অভাব",negative
,এর  জন্য আমাকে  আবার তাদের পৃষ্ঠপোষকতা করতে হবে না।,negative
,এই জায়গা হতে  দূরে থাকুন,negative
,যথাযত মূল্য নয়,negative
,নিজেকে হতাশা থেকে বের  করুন,negative
,সুস্বাদু কিন্তু  ব্যয়বহুল  ,negative
,তারা গন্ধ মত তারা তাদের পুরাতন ক্যানড সবজি মত স্পাইনাশ মাশরুম calzone পেয়েছে,negative
,কিন্তু যাই হোক না কেন দামটা সম্পর্কে দ্বিগুণ উচ্চ হয়,negative
,আমি এলাকার তুলনায় অপেক্ষাকৃত নতুন এবং ২ য় বেলালকে বাছাই করার চেষ্টা করেছি এবং পরিষেবাটি নিয়ে হতাশ হয়েছি এবং আমি ভাবলাম মূল্যবান দিক দিয়ে খাদ্যটি ওভার করো।,negative
,আমি এলাকার তুলনায় অপেক্ষাকৃত নতুন এবং ২ য় বেলালকে বাছাই করার চেষ্টা করেছি এবং পরিষেবাটি নিয়ে হতাশ হয়েছি এবং আমি ভাবলাম মূল্যবান দিক দিয়ে খাদ্যটি ওভার করো।,negative
,আমি এলাকার তুলনায় অপেক্ষাকৃত নতুন এবং ২ য় বেলালকে বাছাই করার চেষ্টা করেছি এবং পরিষেবাটি নিয়ে হতাশ হয়েছি এবং আমি ভাবলাম মূল্যবান দিক দিয়ে খাদ্যটি ওভার করো।,negative
,এই রেস্টুরেন্টে আমাদের সবচেয়ে অপ্রীতিকর অভিজ্ঞতা ছিল।,negative
,"আমি একটি সীট খুঁজে পেতে উদ্বিগ্ন হতে চাই না,শুধুমাত্র অভিযোগ হবে যে 1২ ডলারের গড় খরচ $ 15- $ 15 হবে ",negative
